0,CombatZoneResize,133,251,508,391,TLResume,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,308.5,$HeartY,0,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,90,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,45,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,135,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,180,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,225,0,0.4
0,GasterBlaster,0,0,0,308.5,$HeartY,270,0,0.4
0,GasterBlaster,0,0,0,$HeartX,323.5,315,0,0.4
2,EndAttack,,,,,,,,
3.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
