0,CombatZoneResize,133,251,508,391,TLResume,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
0.7,sansslam,3,,,,,,,
0,BoneStab,3,35,0.7,0.4,,,,
0.7,sansslam,1,,,,,,,
0,BoneStab,1,35,0.7,0.4,,,,
3.5,EndAttack,,,,,,,,
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
