0,CombatZoneResize,133,251,508,391,TLResume,,,
0,GasterBlaster,4,0,0,210,385,0,0,0.15
0,GasterBlaster,4,0,0,400,385,180,0,0.15
0.6,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,4,0,0,210,385,0,0,0.15
0,GasterBlaster,4,0,0,400,385,180,0,0.15
0.6,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,4,0,0,210,385,0,0,0.15
0,GasterBlaster,4,0,0,400,385,180,0,0.15
0.6,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,4,0,0,210,385,0,0,0.15
0,GasterBlaster,4,0,0,400,385,180,0,0.15
0.6,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,4,0,0,210,385,0,0,0.15
0,GasterBlaster,4,0,0,400,385,180,0,0.15
0.6,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,4,0,0,210,385,0,0,0.15
0,GasterBlaster,4,0,0,400,385,180,0,0.15
0.6,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,4,0,0,210,385,0,0,0.15
0,GasterBlaster,4,0,0,400,385,180,0,0.15
1,EndAttack,,,,,,,,
3.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
1.5,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,226,90,0,0.15
